date,song_name,rank,streams,previous_rank,peak_rank,total_days
2023-06-14,Don’t Blame Me,115,1384065,118,,298
2023-06-14,Anti-Hero,28,2374577,28,,237
2023-06-14,Karma,108,1409996,101,,111
2023-06-14,Shake It Off,181,1148431,186,,29
2023-06-15,Cruel Summer,15,2772810,18,,123
2023-06-15,Style,61,1821140,60,,93
2023-06-15,Blank Space,49,2003349,49,,542
2023-06-15,Lover,151,1258012,152,,121
2023-06-15,cardigan,71,1695841,73,,180
2023-06-15,august,163,1211846,164,,124
2023-06-15,Enchanted,85,1578954,82,,150
2023-06-15,Don’t Blame Me,110,1415160,115,,299
2023-06-15,Anti-Hero,28,2406326,28,,238
2023-06-15,Karma,111,1413233,108,,112
2023-06-15,Shake It Off,173,1182763,181,,30
2023-06-16,Cruel Summer,15,2832567,15,,124
2023-06-16,Style,61,1838849,61,,94
2023-06-16,Blank Space,49,2059252,49,,543
2023-06-16,Lover,156,1265585,151,,122
2023-06-16,cardigan,80,1666882,71,,181
2023-06-16,august,178,1195633,163,,125
2023-06-16,Enchanted,89,1577740,85,,151
2023-06-16,Don’t Blame Me,112,1435925,110,,300
2023-06-16,Anti-Hero,27,2448817,28,,239
2023-06-16,Karma,96,1548659,111,,113
2023-06-16,Shake It Off,168,1235518,173,,31
2023-06-17,Cruel Summer,15,2746592,15,,125
2023-06-17,Style,64,1781683,61,,95
2023-06-17,Blank Space,49,1992543,49,,544
2023-06-17,Lover,160,1229990,156,,123
2023-06-17,cardigan,87,1595827,80,,182
2023-06-17,august,192,1140464,178,,126
2023-06-17,Enchanted,90,1565628,89,,152
2023-06-17,Don’t Blame Me,126,1358273,112,,301
2023-06-17,Anti-Hero,30,2377425,27,,240
2023-06-17,Karma,80,1636029,96,,114
2023-06-17,Shake It Off,165,1219002,168,,32
2023-06-18,Cruel Summer,13,2624769,15,,126
2023-06-18,Style,56,1654755,64,,96
2023-06-18,Blank Space,46,1820584,49,,545
2023-06-18,Lover,140,1169110,160,,124
2023-06-18,cardigan,70,1533474,87,,183
2023-06-18,august,164,1091429,192,,127
2023-06-18,Enchanted,76,1483302,90,,153
2023-06-18,Don’t Blame Me,122,1246787,126,,302
2023-06-18,Anti-Hero,27,2113378,30,,241
2023-06-18,Karma,82,1462016,80,,115
2023-06-18,Shake It Off,179,1059339,165,,33
2023-06-19,Cruel Summer,12,2853699,13,,127
2023-06-19,Style,55,1760251,56,,97
2023-06-19,Blank Space,43,1928800,46,,546
2023-06-19,Lover,131,1261827,140,,125
2023-06-19,cardigan,66,1639451,70,,184
2023-06-19,august,163,1164351,164,,128
2023-06-19,Enchanted,74,1534532,76,,154
2023-06-19,Don’t Blame Me,105,1361144,122,,303
2023-06-19,Anti-Hero,27,2267054,27,,242
2023-06-19,Karma,70,1592751,82,,116
2023-06-19,Shake It Off,177,1106881,179,,34
2023-06-20,Cruel Summer,12,3044654,12,,128
2023-06-20,Style,53,1835770,55,,98
2023-06-20,Blank Space,40,2026110,43,,547
2023-06-20,Lover,113,1341698,131,,126
2023-06-20,cardigan,63,1703401,66,,185
2023-06-20,august,160,1197120,163,,129
2023-06-20,Enchanted,72,1599408,74,,155
2023-06-20,Don’t Blame Me,100,1425507,105,,304
2023-06-20,Anti-Hero,25,2380959,27,,243
2023-06-20,Karma,67,1681191,70,,117
2023-06-20,Shake It Off,173,1152216,177,,35
2023-06-21,Cruel Summer,11,3346995,12,,129
2023-06-21,Style,43,1992794,53,,99
2023-06-21,Blank Space,33,2207102,40,,548
2023-06-21,Lover,99,1445325,113,,127
2023-06-21,cardigan,60,1792651,63,,186
2023-06-21,august,139,1267382,160,,130
2023-06-21,Enchanted,64,1747192,72,,156
2023-06-21,Don’t Blame Me,81,1542982,100,,305
2023-06-21,Anti-Hero,16,2546376,25,,244
2023-06-21,Lavender Haze,171,1172576,,,230
2023-06-21,Karma,57,1836000,67,,118
2023-06-21,Shake It Off,145,1251735,173,,36
2023-06-22,Cruel Summer,12,3384383,11,,130
2023-06-22,Style,44,2004675,43,,100
2023-06-22,Blank Space,34,2170463,33,,549
2023-06-22,Lover,102,1438333,99,,128
2023-06-22,cardigan,65,1773591,60,,187
2023-06-22,august,147,1251220,139,,131
2023-06-22,Enchanted,69,1749386,64,,157
2023-06-22,Don’t Blame Me,85,1540108,81,,306
2023-06-22,Anti-Hero,19,2562690,16,,245
2023-06-22,Lavender Haze,178,1168385,171,,231
2023-06-22,Karma,61,1844402,57,,119
2023-06-22,Shake It Off,155,1230782,145,,37
2023-06-23,Cruel Summer,9,3683558,12,,131
2023-06-23,Style,50,2045002,44,,101
2023-06-23,Blank Space,43,2188037,34,,550
2023-06-23,Lover,124,1438938,102,,129
2023-06-23,cardigan,81,1767775,65,,188
2023-06-23,august,185,1243422,147,,132
2023-06-23,Enchanted,79,1780441,69,,158
2023-06-23,Don’t Blame Me,97,1564690,85,,307
2023-06-23,Anti-Hero,24,2503979,19,,246
2023-06-23,Karma,67,1851905,61,,120
2023-06-23,Shake It Off,170,1272610,155,,38
2023-06-24,Cruel Summer,7,3589656,9,,132
2023-06-24,Style,47,1971734,50,,102
2023-06-24,Blank Space,40,2115753,43,,551
2023-06-24,Lover,120,1392218,124,,130
2023-06-24,cardigan,78,1680831,81,,189
2023-06-24,august,184,1182140,185,,133
2023-06-24,Enchanted,73,1721755,79,,159
2023-06-24,Don’t Blame Me,104,1481407,97,,308
2023-06-24,Anti-Hero,32,2339660,24,,247
2023-06-24,Karma,67,1752047,67,,121
2023-06-24,Shake It Off,164,1226448,170,,39
2023-06-25,Cruel Summer,5,3357262,7,,133
2023-06-25,Style,44,1857258,47,,103
2023-06-25,Blank Space,38,1950819,40,,552
2023-06-25,Lover,107,1321530,120,,131
2023-06-25,cardigan,67,1624900,78,,190
2023-06-25,august,153,1150527,184,,134
2023-06-25,Enchanted,57,1687031,73,,160
2023-06-25,Don’t Blame Me,94,1389439,104,,309
2023-06-25,Anti-Hero,29,2139241,32,,248
2023-06-25,Lavender Haze,194,1031559,,,232
2023-06-25,Karma,68,1597445,67,,122
2023-06-25,Shake It Off,170,1102236,164,,40
2023-06-26,Cruel Summer,3,3608705,5,,134
2023-06-26,Style,41,1967803,44,,104
2023-06-26,Blank Space,35,2075522,38,,553
2023-06-26,Lover,96,1426935,107,,132
2023-06-26,cardigan,59,1747001,67,,191
2023-06-26,august,145,1230087,153,,135
2023-06-26,Enchanted,58,1763550,57,,161
2023-06-26,Don’t Blame Me,86,1504358,94,,310
2023-06-26,Anti-Hero,26,2268848,29,,249
2023-06-26,Lavender Haze,179,1126991,194,,233
2023-06-26,Karma,66,1706318,68,,123
2023-06-26,Shake It Off,172,1151954,170,,41
2023-06-27,Cruel Summer,3,3731406,3,,135
2023-06-27,Style,48,1999132,41,,105
2023-06-27,Blank Space,36,2105841,35,,554
2023-06-27,Lover,104,1429872,96,,133
2023-06-27,cardigan,63,1776427,59,,192
2023-06-27,august,148,1254892,145,,136
2023-06-27,Enchanted,64,1775222,58,,162
2023-06-27,Don’t Blame Me,89,1531427,86,,311
2023-06-27,Anti-Hero,27,2316186,26,,250
2023-06-27,Lavender Haze,199,1129945,179,,234
2023-06-27,Karma,67,1734694,66,,124
2023-06-27,Shake It Off,175,1172118,172,,42
2023-06-28,Cruel Summer,3,3900213,3,,136
2023-06-28,Style,40,2074219,48,,106
2023-06-28,Blank Space,36,2175849,36,,555
2023-06-28,Lover,97,1473710,104,,134
2023-06-28,cardigan,58,1828281,63,,193
2023-06-28,august,135,1297186,148,,137
2023-06-28,Enchanted,59,1826626,64,,163
2023-06-28,Don’t Blame Me,83,1574104,89,,312
2023-06-28,Anti-Hero,26,2370357,27,,251
2023-06-28,Lavender Haze,178,1162948,199,,235
2023-06-28,Karma,63,1798557,67,,125
2023-06-28,Shake It Off,155,1228736,175,,43
2023-06-29,Cruel Summer,3,3885150,3,,137
2023-06-29,Style,39,2090671,40,,107
2023-06-29,Blank Space,32,2206948,36,,556
2023-06-29,Lover,91,1471225,97,,135
2023-06-29,cardigan,57,1794977,58,,194
2023-06-29,august,138,1270463,135,,138
2023-06-29,Enchanted,62,1783408,59,,164
2023-06-29,Don’t Blame Me,86,1517463,83,,313
2023-06-29,Anti-Hero,27,2306325,26,,252
2023-06-29,Lavender Haze,186,1140441,178,,236
2023-06-29,Karma,59,1784643,63,,126
2023-06-29,Shake It Off,145,1242424,155,,44
2023-06-30,Cruel Summer,3,4668881,3,,138
2023-06-30,Style,52,2199956,39,,108
2023-06-30,Blank Space,41,2319114,32,,557
2023-06-30,Lover,125,1529255,91,,136
2023-06-30,cardigan,82,1870143,57,,195
2023-06-30,august,147,1412067,138,,139
2023-06-30,Enchanted,78,1900177,62,,165
2023-06-30,Don’t Blame Me,119,1580392,86,,314
2023-06-30,Anti-Hero,34,2441370,27,,253
2023-06-30,Karma,79,1888807,59,,127
2023-06-30,Shake It Off,172,1332164,145,,45
2023-07-01,Cruel Summer,3,4384717,3,,139
2023-07-01,Style,44,2055049,52,,109
2023-07-01,Blank Space,39,2210138,41,,558
2023-07-01,Lover,124,1413566,125,,137
2023-07-01,cardigan,77,1745825,82,,196
2023-07-01,august,147,1282688,147,,140
2023-07-01,Enchanted,75,1746552,78,,166
2023-07-01,Don’t Blame Me,116,1448874,119,,315
2023-07-01,Anti-Hero,34,2279809,34,,254
2023-07-01,Karma,76,1746381,79,,128
2023-07-01,Shake It Off,155,1266583,172,,46
2023-07-02,Cruel Summer,3,4006805,3,,140
2023-07-02,Style,40,1892907,44,,110
2023-07-02,Blank Space,35,1985709,39,,559
2023-07-02,Lover,111,1304188,124,,138
2023-07-02,cardigan,58,1646702,77,,197
2023-07-02,august,134,1205471,147,,141
2023-07-02,Enchanted,61,1636215,75,,167
2023-07-02,Don’t Blame Me,107,1329334,116,,316
2023-07-02,Anti-Hero,33,2014549,34,,255
2023-07-02,Karma,72,1553908,76,,129
2023-07-02,Shake It Off,163,1112977,155,,47
2023-07-03,Cruel Summer,2,4307904,3,,141
2023-07-03,Style,39,2059713,40,,111
2023-07-03,Blank Space,36,2131849,35,,560
2023-07-03,Lover,104,1396660,111,,139
2023-07-03,cardigan,56,1775947,58,,198
2023-07-03,august,131,1285895,134,,142
2023-07-03,Enchanted,65,1742727,61,,168
2023-07-03,Don’t Blame Me,97,1449884,107,,317
2023-07-03,Anti-Hero,33,2189174,33,,256
2023-07-03,Karma,71,1686390,72,,130
2023-07-03,Shake It Off,164,1179933,163,,48
2023-07-04,Cruel Summer,2,4401415,2,,142
2023-07-04,Style,42,2052836,39,,112
2023-07-04,Blank Space,31,2207286,36,,561
2023-07-04,Lover,111,1374619,104,,140
2023-07-04,cardigan,52,1816116,56,,199
2023-07-04,august,135,1268898,131,,143
2023-07-04,Enchanted,65,1741284,65,,169
2023-07-04,Don’t Blame Me,103,1428120,97,,318
2023-07-04,Anti-Hero,34,2178989,33,,257
2023-07-04,Karma,69,1676383,71,,131
2023-07-04,Shake It Off,141,1251923,164,,49
2023-07-05,Cruel Summer,2,4558302,2,,143
2023-07-05,Style,37,2132109,42,,113
2023-07-05,Blank Space,29,2263490,31,,562
2023-07-05,Lover,101,1448057,111,,141
2023-07-05,cardigan,48,1887346,52,,200
2023-07-05,august,126,1326315,135,,144
2023-07-05,Enchanted,51,1855125,65,,170
2023-07-05,Don’t Blame Me,93,1500491,103,,319
2023-07-05,Anti-Hero,28,2285627,34,,258
2023-07-05,Lavender Haze,200,1120949,,,237
2023-07-05,Karma,65,1754476,69,,132
2023-07-05,Shake It Off,144,1251152,141,,50
2023-07-06,Cruel Summer,2,4653219,2,,144
2023-07-06,Style,36,2180549,37,,114
2023-07-06,Blank Space,29,2288714,29,,563
2023-07-06,Lover,98,1471614,101,,142
2023-07-06,cardigan,50,1915959,48,,201
2023-07-06,august,120,1360928,126,,145
2023-07-06,You Belong With Me (Taylor’s Version),190,1146243,,,7
2023-07-06,Enchanted,41,2101190,51,,171
2023-07-06,Don’t Blame Me,87,1540780,93,,320
2023-07-06,Anti-Hero,23,2361658,28,,259
2023-07-06,Lavender Haze,188,1149309,200,,238
2023-07-06,Karma,58,1786380,65,,133
2023-07-06,Shake It Off,151,1239564,144,,51
2023-07-07,Cruel Summer,15,5246618,2,,145
2023-07-07,Style,49,2432971,36,,115
2023-07-07,Blank Space,52,2423109,29,,564
2023-07-07,Lover,124,1517089,98,,143
2023-07-07,cardigan,76,1940806,50,,202
2023-07-07,august,188,1250060,120,,146
2023-07-07,Enchanted,82,1848292,41,,172
2023-07-07,Don’t Blame Me,118,1542478,87,,321
2023-07-07,Anti-Hero,51,2430354,23,,260
2023-07-07,Karma,84,1822401,58,,134
2023-07-07,Shake It Off,186,1251366,151,,52
2023-07-07,Mine (Taylor's Version),1,8540792,,,1
2023-07-07,Back To December (Taylor's Version),2,8118761,,,1
2023-07-07,Enchanted (Taylor's Version),3,7577938,,,1
2023-07-07,Sparks Fly (Taylor’s Version),4,7370882,,,1
2023-07-07,Better Than Revenge (Taylor's Version),5,7195811,,,1
2023-07-07,Speak Now (Taylor's Version),6,7076404,,,1
2023-07-07,Dear John (Taylor's Version),7,6934440,,,1
2023-07-07,I Can See You (Taylor’s Version) (From The Vault),8,6474007,,,1
2023-07-07,The Story Of Us (Taylor's Version),9,6000102,,,1
2023-07-07,Mean (Taylor's Version),10,5990735,,,1
2023-07-07,Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),12,5543165,,,1
2023-07-07,When Emma Falls in Love (Taylor’s Version) (From The Vault),14,5306762,,,1
2023-07-07,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),16,5235377,,,1
2023-07-07,Haunted (Taylor's Version),17,5000122,,,1
2023-07-07,Last Kiss (Taylor's Version),18,4771456,,,1
2023-07-07,Never Grow Up (Taylor's Version),19,4668451,,,1
2023-07-07,Long Live (Taylor's Version),20,4481928,,,1
2023-07-07,Foolish One (Taylor’s Version) (From The Vault),21,4387858,,,1
2023-07-07,Innocent (Taylor's Version),23,4239290,,,1
2023-07-07,Timeless (Taylor’s Version) (From The Vault),24,4237082,,,1
2023-07-07,Ours (Taylor’s Version),26,3866730,,,1
2023-07-07,Superman (Taylor’s Version),34,3360083,,,1
2023-07-08,Cruel Summer,3,4894179,15,,146
2023-07-08,Style,47,2331850,49,,116
2023-07-08,Blank Space,49,2313881,52,,565
2023-07-08,Lover,137,1425535,124,,144
2023-07-08,cardigan,86,1772250,76,,203
2023-07-08,Enchanted,125,1479518,82,,173
2023-07-08,Don’t Blame Me,134,1436338,118,,322
2023-07-08,Anti-Hero,52,2295247,51,,261
2023-07-08,Karma,93,1718607,84,,135
2023-07-08,Shake It Off,187,1224864,186,,53
2023-07-08,Mine (Taylor's Version),8,4168012,1,,2
2023-07-08,Back To December (Taylor's Version),6,4307141,2,,2
2023-07-08,Enchanted (Taylor's Version),7,4171509,3,,2
2023-07-08,Sparks Fly (Taylor’s Version),13,3628029,4,,2
2023-07-08,Better Than Revenge (Taylor's Version),14,3535195,5,,2
2023-07-08,Speak Now (Taylor's Version),15,3526762,6,,2
2023-07-08,Dear John (Taylor's Version),17,3391263,7,,2
2023-07-08,I Can See You (Taylor’s Version) (From The Vault),4,4697954,8,,2
2023-07-08,The Story Of Us (Taylor's Version),23,3091724,9,,2
2023-07-08,Mean (Taylor's Version),24,3023228,10,,2
2023-07-08,Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),32,2722390,12,,2
2023-07-08,When Emma Falls in Love (Taylor’s Version) (From The Vault),30,2767304,14,,2
2023-07-08,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),26,2863021,16,,2
2023-07-08,Haunted (Taylor's Version),34,2668483,17,,2
2023-07-08,Last Kiss (Taylor's Version),44,2395407,18,,2
2023-07-08,Never Grow Up (Taylor's Version),51,2301656,19,,2
2023-07-08,Long Live (Taylor's Version),39,2544932,20,,2
2023-07-08,Foolish One (Taylor’s Version) (From The Vault),40,2524409,21,,2
2023-07-08,Innocent (Taylor's Version),62,2121496,23,,2
2023-07-08,Timeless (Taylor’s Version) (From The Vault),46,2371306,24,,2
2023-07-08,Ours (Taylor’s Version),68,2065910,26,,2
2023-07-08,Superman (Taylor’s Version),85,1784613,34,,2
2023-07-09,Cruel Summer,3,4226732,3,,147
2023-07-09,Style,37,2130948,47,,117
2023-07-09,Blank Space,40,2080702,49,,566
2023-07-09,Lover,121,1326057,137,,145
2023-07-09,cardigan,67,1710746,86,,204
2023-07-09,august,165,1172612,,,147
2023-07-09,Love Story (Taylor’s Version),174,1140880,,,32
2023-07-09,You Belong With Me (Taylor’s Version),193,1084802,,,8
2023-07-09,Enchanted,129,1290293,125,,174
2023-07-09,Don’t Blame Me,112,1356235,134,,323
2023-07-09,Anti-Hero,45,2029790,52,,262
2023-07-09,Karma,84,1573951,93,,136
2023-07-09,Shake It Off,185,1099350,187,,54
2023-07-09,Mine (Taylor's Version),12,3023134,8,,3
2023-07-09,Back To December (Taylor's Version),9,3304885,6,,3
2023-07-09,Enchanted (Taylor's Version),10,3132522,7,,3
2023-07-09,Sparks Fly (Taylor’s Version),21,2601268,13,,3
2023-07-09,Better Than Revenge (Taylor's Version),23,2507510,14,,3
2023-07-09,Speak Now (Taylor's Version),22,2530266,15,,3
2023-07-09,Dear John (Taylor's Version),27,2411415,17,,3
2023-07-09,I Can See You (Taylor’s Version) (From The Vault),4,4004141,4,,3
2023-07-09,The Story Of Us (Taylor's Version),33,2182870,23,,3
2023-07-09,Mean (Taylor's Version),36,2133665,24,,3
2023-07-09,Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),49,1971632,32,,3
2023-07-09,When Emma Falls in Love (Taylor’s Version) (From The Vault),48,2003428,30,,3
2023-07-09,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),39,2110966,26,,3
2023-07-09,Haunted (Taylor's Version),57,1870756,34,,3
2023-07-09,Last Kiss (Taylor's Version),60,1838310,44,,3
2023-07-09,Never Grow Up (Taylor's Version),83,1579807,51,,3
2023-07-09,Long Live (Taylor's Version),56,1885320,39,,3
2023-07-09,Foolish One (Taylor’s Version) (From The Vault),52,1927251,40,,3
2023-07-09,Innocent (Taylor's Version),95,1449538,62,,3
2023-07-09,Timeless (Taylor’s Version) (From The Vault),64,1764149,46,,3
2023-07-09,Ours (Taylor’s Version),96,1447239,68,,3
2023-07-09,Superman (Taylor’s Version),141,1247795,85,,3
2023-07-10,Cruel Summer,3,4652880,3,,148
2023-07-10,Style,32,2290149,37,,118
2023-07-10,Blank Space,34,2253434,40,,567
2023-07-10,Lover,113,1444474,121,,146
2023-07-10,cardigan,63,1861037,67,,205
2023-07-10,august,147,1286361,165,,148
2023-07-10,Love Story (Taylor’s Version),161,1237862,174,,33
2023-07-10,You Belong With Me (Taylor’s Version),179,1171591,193,,9
2023-07-10,Enchanted,137,1320613,129,,175
2023-07-10,Don’t Blame Me,100,1499936,112,,324
2023-07-10,Anti-Hero,41,2151511,45,,263
2023-07-10,Karma,72,1743702,84,,137
2023-07-10,Shake It Off,175,1182426,185,,55
2023-07-10,Mine (Taylor's Version),20,2863648,12,,4
2023-07-10,Back To December (Taylor's Version),15,3150897,9,,4
2023-07-10,Enchanted (Taylor's Version),18,3016152,10,,4
2023-07-10,Sparks Fly (Taylor’s Version),24,2460727,21,,4
2023-07-10,Better Than Revenge (Taylor's Version),28,2385149,23,,4
2023-07-10,Speak Now (Taylor's Version),27,2388718,22,,4
2023-07-10,Dear John (Taylor's Version),31,2292182,27,,4
2023-07-10,I Can See You (Taylor’s Version) (From The Vault),4,4309372,4,,4
2023-07-10,The Story Of Us (Taylor's Version),46,2085374,33,,4
2023-07-10,Mean (Taylor's Version),52,2035939,36,,4
2023-07-10,Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),56,1959999,49,,4
2023-07-10,When Emma Falls in Love (Taylor’s Version) (From The Vault),55,1976041,48,,4
2023-07-10,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),45,2124949,39,,4
2023-07-10,Haunted (Taylor's Version),73,1737072,57,,4
2023-07-10,Last Kiss (Taylor's Version),81,1689499,60,,4
2023-07-10,Never Grow Up (Taylor's Version),101,1489536,83,,4
2023-07-10,Long Live (Taylor's Version),67,1833457,56,,4
2023-07-10,Foolish One (Taylor’s Version) (From The Vault),53,1980841,52,,4
2023-07-10,Innocent (Taylor's Version),125,1371698,95,,4
2023-07-10,Timeless (Taylor’s Version) (From The Vault),69,1783364,64,,4
2023-07-10,Ours (Taylor’s Version),124,1377223,96,,4
2023-07-10,Superman (Taylor’s Version),172,1194191,141,,4
2023-07-11,Cruel Summer,3,4801172,3,,149
2023-07-11,Style,30,2301882,32,,119
2023-07-11,Blank Space,29,2309759,34,,568
2023-07-11,Lover,107,1472262,113,,147
2023-07-11,cardigan,57,1875687,63,,206
2023-07-11,august,141,1316665,147,,149
2023-07-11,Love Story (Taylor’s Version),164,1231994,161,,34
2023-07-11,You Belong With Me (Taylor’s Version),172,1205568,179,,10
2023-07-11,Enchanted,147,1296042,137,,176
2023-07-11,Don’t Blame Me,97,1519930,100,,325
2023-07-11,Anti-Hero,31,2297574,41,,264
2023-07-11,Karma,62,1784769,72,,138
2023-07-11,Shake It Off,169,1214214,175,,56
2023-07-11,Mine (Taylor's Version),24,2411234,20,,5
2023-07-11,Back To December (Taylor's Version),19,2606376,15,,5
2023-07-11,Enchanted (Taylor's Version),20,2582019,18,,5
2023-07-11,Sparks Fly (Taylor’s Version),48,2021378,24,,5
2023-07-11,Better Than Revenge (Taylor's Version),49,1984356,28,,5
2023-07-11,Speak Now (Taylor's Version),51,1943566,27,,5
2023-07-11,Dear John (Taylor's Version),58,1868439,31,,5
2023-07-11,I Can See You (Taylor’s Version) (From The Vault),5,3850905,4,,5
2023-07-11,The Story Of Us (Taylor's Version),74,1701177,46,,5
2023-07-11,Mean (Taylor's Version),80,1646345,52,,5
2023-07-11,Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),81,1645486,56,,5
2023-07-11,When Emma Falls in Love (Taylor’s Version) (From The Vault),83,1637599,55,,5
2023-07-11,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),64,1766832,45,,5
2023-07-11,Haunted (Taylor's Version),119,1394462,73,,5
2023-07-11,Last Kiss (Taylor's Version),144,1307437,81,,5
2023-07-11,Never Grow Up (Taylor's Version),182,1178000,101,,5
2023-07-11,Long Live (Taylor's Version),102,1504763,67,,5
2023-07-11,Foolish One (Taylor’s Version) (From The Vault),77,1693812,53,,5
2023-07-11,Timeless (Taylor’s Version) (From The Vault),98,1509927,69,,5
2023-07-12,Cruel Summer,3,5001332,3,,150
2023-07-12,Style,27,2331765,30,,120
2023-07-12,Blank Space,25,2378224,29,,569
2023-07-12,Lover,96,1493776,107,,148
2023-07-12,cardigan,52,1894068,57,,207
2023-07-12,august,117,1380453,141,,150
2023-07-12,Love Story (Taylor’s Version),167,1218657,164,,35
2023-07-12,You Belong With Me (Taylor’s Version),157,1251962,172,,11
2023-07-12,Enchanted,148,1286569,147,,177
2023-07-12,Don’t Blame Me,86,1552382,97,,326
2023-07-12,Anti-Hero,26,2347973,31,,265
2023-07-12,Karma,58,1830951,62,,139
2023-07-12,Shake It Off,166,1221677,169,,57
2023-07-12,Mine (Taylor's Version),44,2085339,24,,6
2023-07-12,Back To December (Taylor's Version),31,2273807,19,,6
2023-07-12,Enchanted (Taylor's Version),28,2331389,20,,6
2023-07-12,Sparks Fly (Taylor’s Version),70,1708478,48,,6
2023-07-12,Better Than Revenge (Taylor's Version),67,1711276,49,,6
2023-07-12,Speak Now (Taylor's Version),76,1636546,51,,6
2023-07-12,Dear John (Taylor's Version),84,1569400,58,,6
2023-07-12,I Can See You (Taylor’s Version) (From The Vault),7,3428745,5,,6
2023-07-12,The Story Of Us (Taylor's Version),107,1426620,74,,6
2023-07-12,Mean (Taylor's Version),118,1378107,80,,6
2023-07-12,Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),115,1398038,81,,6
2023-07-12,When Emma Falls in Love (Taylor’s Version) (From The Vault),119,1377474,83,,6
2023-07-12,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),97,1486542,64,,6
2023-07-12,Haunted (Taylor's Version),193,1156449,119,,6
2023-07-12,Long Live (Taylor's Version),150,1283630,102,,6
2023-07-12,Foolish One (Taylor’s Version) (From The Vault),105,1451218,77,,6
2023-07-12,Timeless (Taylor’s Version) (From The Vault),147,1293409,98,,6
2023-07-13,Cruel Summer,3,4911330,3,,151
2023-07-13,Style,29,2287932,27,,121
2023-07-13,Blank Space,27,2332066,25,,570
2023-07-13,Lover,87,1538282,96,,149
2023-07-13,cardigan,58,1852522,52,,208
2023-07-13,august,112,1406641,117,,151
2023-07-13,Love Story (Taylor’s Version),193,1158219,167,,36
2023-07-13,You Belong With Me (Taylor’s Version),173,1210699,157,,12
2023-07-13,Enchanted,153,1266319,148,,178
2023-07-13,Don’t Blame Me,84,1547492,86,,327
2023-07-13,Anti-Hero,26,2341132,26,,266
2023-07-13,Karma,59,1819037,58,,140
2023-07-13,Shake It Off,174,1209559,166,,58
2023-07-13,Mine (Taylor's Version),53,1901424,44,,7
2023-07-13,Back To December (Taylor's Version),46,2041270,31,,7
2023-07-13,Enchanted (Taylor's Version),38,2137932,28,,7
2023-07-13,Sparks Fly (Taylor’s Version),94,1520473,70,,7
2023-07-13,Better Than Revenge (Taylor's Version),96,1515797,67,,7
2023-07-13,Speak Now (Taylor's Version),107,1435225,76,,7
2023-07-13,Dear John (Taylor's Version),123,1374452,84,,7
2023-07-13,I Can See You (Taylor’s Version) (From The Vault),16,3127713,7,,7
2023-07-13,The Story Of Us (Taylor's Version),160,1246641,107,,7
2023-07-13,Mean (Taylor's Version),176,1207395,118,,7
2023-07-13,Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),164,1233540,115,,7
2023-07-13,When Emma Falls in Love (Taylor’s Version) (From The Vault),172,1214297,119,,7
2023-07-13,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),141,1298684,97,,7
2023-07-13,Long Live (Taylor's Version),200,1140845,150,,7
2023-07-13,Foolish One (Taylor’s Version) (From The Vault),144,1287659,105,,7
2023-07-13,Timeless (Taylor’s Version) (From The Vault),196,1153448,147,,7
2023-07-14,Cruel Summer,4,4957300,3,,152
2023-07-14,Style,39,2281840,29,,122
2023-07-14,Blank Space,38,2294995,27,,571
2023-07-14,Lover,101,1527728,87,,150
2023-07-14,cardigan,72,1821359,58,,209
2023-07-14,august,133,1379785,112,,152
2023-07-14,You Belong With Me (Taylor’s Version),192,1182609,173,,13
2023-07-14,Enchanted,172,1254837,153,,179
2023-07-14,Don’t Blame Me,99,1561897,84,,328
2023-07-14,Anti-Hero,33,2358744,26,,267
2023-07-14,Karma,73,1790757,59,,141
2023-07-14,Shake It Off,179,1221075,174,,59
2023-07-14,Mine (Taylor's Version),79,1703195,53,,8
2023-07-14,Back To December (Taylor's Version),68,1857153,46,,8
2023-07-14,Enchanted (Taylor's Version),57,1982188,38,,8
2023-07-14,Sparks Fly (Taylor’s Version),143,1339509,94,,8
2023-07-14,Better Than Revenge (Taylor's Version),135,1374422,96,,8
2023-07-14,Speak Now (Taylor's Version),171,1264627,107,,8
2023-07-14,Dear John (Taylor's Version),176,1226625,123,,8
2023-07-14,I Can See You (Taylor’s Version) (From The Vault),19,3029044,16,,8
2023-07-15,Cruel Summer,4,4694099,4,,153
2023-07-15,Style,40,2188358,39,,123
2023-07-15,Blank Space,39,2191616,38,,572
2023-07-15,Lover,108,1438839,101,,151
2023-07-15,cardigan,74,1645890,72,,210
