date,song_name,rank,streams,previous_rank,peak_rank,total_days
2026-02-23,Opalite,144,66331,164,,39
2026-02-24,The Fate of Ophelia,21,175304,20,,140
2026-02-24,Opalite,140,68773,144,,40
2026-02-25,The Fate of Ophelia,22,178671,21,,141
2026-02-25,Opalite,154,68744,140,,41
2026-02-26,The Fate of Ophelia,22,177479,22,,142
2026-02-26,Opalite,151,68235,154,,42
2026-02-27,The Fate of Ophelia,21,192080,22,,143
2026-02-27,Opalite,143,74606,151,,43
2026-02-28,The Fate of Ophelia,19,198607,21,,144
2026-02-28,Opalite,137,75960,143,,44
2026-03-01,The Fate of Ophelia,23,156668,19,,145
2026-03-01,Opalite,162,59916,137,,45
2026-03-02,The Fate of Ophelia,21,162572,23,,146
2026-03-02,Opalite,149,63999,162,,46
2026-03-03,The Fate of Ophelia,21,165553,21,,147
2026-03-03,Opalite,143,66262,149,,47
2026-03-04,The Fate of Ophelia,19,172227,21,,148
2026-03-04,Opalite,158,68090,143,,48
2026-03-05,The Fate of Ophelia,22,161811,19,,149
2026-03-05,Opalite,154,65805,158,,49
2026-03-06,The Fate of Ophelia,23,172922,22,,150
2026-03-06,Opalite,185,65992,154,,50
2026-03-07,The Fate of Ophelia,21,187208,23,,151
2026-03-07,Opalite,171,69419,185,,51
2026-03-08,The Fate of Ophelia,26,149126,21,,152
2026-03-16,The Fate of Ophelia,37,141310,36,2,165
2026-03-16,Opalite,194,59210,,8,62
2026-03-17,The Fate of Ophelia,32,151592,37.0,2,166.0
2026-03-17,Opalite,181,65314,194.0,8,63.0
2026-03-18,The Fate of Ophelia,36,159060,32.0,2,167.0
2026-03-18,Opalite,195,66525,181.0,8,
2026-03-19,The Fate of Ophelia,32,155224,36.0,2,168.0
2026-03-19,Opalite,173,66291,195.0,8,65.0
