rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
28,spotify:track:1m7Fep6Dm8SG58ns8NLZhm,Taylor Swift,Chloe or Sam or Sophia or Marcus,Taylor Swift,28,-1,1,5856927,pop; singer-songwriter; folk pop; folk; female vocalists,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
29,spotify:track:2AS8i1xuWmeWGBBwI69vfn,Taylor Swift,How Did It End?,Taylor Swift,29,-1,1,5768821,folk; ballad; singer-songwriter; piano; pop,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
31,spotify:track:3hlGuz3loYoLfI3bpwieWq,Taylor Swift,I Hate It Here,Taylor Swift,31,-1,1,5387443,folk; pop; singer-songwriter; poetic; poetry,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
32,spotify:track:18WFFUIsewmA8g31KAeo3e,Taylor Swift,The Prophecy,Taylor Swift,32,-1,1,5154617,singer-songwriter; folk; pop; ai; not poetic,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
33,spotify:track:1Zai5UJ2di3qEuR2HeT2s8,Taylor Swift,I Look in People's Windows,Taylor Swift,33,-1,1,5077082,pop; folk; ai; singer-songwriter; not poetry,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
35,spotify:track:0g4fMVo4JjwnIpTfFfLdxS,Taylor Swift,Cassandra,Taylor Swift,35,-1,1,4674074,pop; folk; singer-songwriter; female vocalists; not poetry,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
36,spotify:track:3zMDGj4D8ogaYgAIZPeU7S,Taylor Swift,Peter,Taylor Swift,36,-1,1,4503638,ballad; folk; pop; peter pan; love at first listen,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
38,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,13,439,4420067,electropop; pop; synthpop; industrial pop; synthwave,Lover,,
39,spotify:track:2913xXOVAIDAqxzV2g4VcU,Taylor Swift,The Bolter,Taylor Swift,39,-1,1,4254088,best of 2024; pop; country; folk; singer-songwriter,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
41,spotify:track:1DTRUYVd8rYpla9hhVVwjo,Taylor Swift,The Manuscript,Taylor Swift,41,-1,1,4144642,chatgpt; pop; singer-songwriter; ballad; best of 2024,THE TORTURED POETS DEPARTMENT,,
42,spotify:track:2CnjDMdpRjlWv04Xk3s6MW,Taylor Swift,Robin,Taylor Swift,42,-1,1,3849453,singer-songwriter; pop; indie; folk; way to go tiger,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
89,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,129,425,1999830,dream pop; folk; folk pop; indie pop; indie,folklore: the long pond studio sessions (from the Disney+ special),,
102,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,95,449,1832176,pop; country; love; indie folk; country pop,You Belong With Me,,
105,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,84,545,1824792,rock; grunge; 90s; test-tag; batch-test,Midnights [Clean],,
138,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,115,500,1574433,folk pop; folk; chamber pop; singer-songwriter; indie,Now That's What I Call Music! Vol. 76,,
