rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
83,spotify:track:2EFZ9emtKWEglWUQGEQ3P9,Taylor Swift,Never Grow Up (Taylor's Version),Taylor Swift,19,51,3,1579807,country; pop; female vocalists; singer-songwriter; acoustic; country pop; taylor swift; american; snake; alternative,True,Speak Now (Taylor's Version),,
84,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,93,136,1573951,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
95,spotify:track:12nBPF4Rh4XLFJV0YLN7uj,Taylor Swift,Innocent (Taylor's Version),Taylor Swift,23,62,3,1449538,country; pop; female vocalists; singer-songwriter; acoustic; country pop; taylor swift; american; snake; alternative,True,Speak Now (Taylor's Version),,
96,spotify:track:3yNJkriPzWjkkDAWHIAVUq,Taylor Swift,Ours (Taylor’s Version),Taylor Swift,26,68,3,1447239,country; pop; female vocalists; singer-songwriter; acoustic; country pop; taylor swift; american; snake; alternative,True,,,
112,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,134,329,1356235,pop; electropop; gospel; edm; exile,True,Golden Collection,,
121,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,137,165,1326057,pop; country; love; indie folk; country pop,True,You Belong With Me,,
129,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,41,125,185,1290293,country; pop; taylor swift; love; country pop,True,Speak Now,,
141,spotify:track:4evLyY5Ue1Wesc61t2KXAU,Taylor Swift,Superman (Taylor’s Version),Taylor Swift,34,85,3,1247795,country; pop; female vocalists; singer-songwriter; acoustic; country pop; taylor swift; american; snake; alternative,True,,,
165,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,9,-1,151,1172612,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
174,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,Taylor Swift,Love Story (Taylor’s Version),Taylor Swift,2,-1,38,1140880,overrated; country; country pop; rock; singer songwriter,True,Best Of 2021: Summer Lounge,,
185,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,187,67,1099350,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
193,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,16,-1,8,1084802,country pop; pop rock; power pop; country; overrated,True,Kids Hits 2022,,
