rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
17,spotify:track:1K39ty6o1sHwwlZwO6a7wK,Taylor Swift,Wildest Dreams (Taylor's Version),Taylor Swift,12,12,74,4461828,pop; dream pop; synthpop; ballad; lana del rey -ish,1989 (Taylor's Version),,
18,spotify:track:6GXgd1BPD9bUpqw5AntGV5,Taylor Swift,All You Had To Do Was Stay (Taylor's Version),Taylor Swift,10,10,2,4130686,synthpop; pop; pop rock; electropop; taylors version,1989 (Taylor's Version),,
19,spotify:track:3pv7Q5v2dpdefwdWIvE7yH,Taylor Swift,Shake It Off (Taylor's Version),Taylor Swift,11,11,2,4053850,dance-pop; pop; teen pop; pep band; marching band,1989 (Taylor's Version),,
20,spotify:track:2vPMoMDXxu9uX1igWZmXSG,Taylor Swift,New Romantics (Taylor's Version),Taylor Swift,15,15,2,3931689,synthpop; female vocalist; electropop; pop; radio,1989 (Taylor's Version),,
23,spotify:track:43y1WpBdnEy5TR9aZoSQL9,Taylor Swift,I Wish You Would (Taylor's Version),Taylor Swift,14,14,2,3699526,bubblegum pop; electropop; synthwave; synthpop; female vocalist,1989 (Taylor's Version),,
24,spotify:track:2ByBBvpR9b7IynvRmnG7kG,Taylor Swift,Clean (Taylor's Version),Taylor Swift,16,16,2,3684683,masterpiece; pop; female vocalist; ambient; indietronica,1989 (Taylor's Version),,
26,spotify:track:64FzgoLZ3oXu2SriZblHic,Taylor Swift,Bad Blood (Taylor's Version),Taylor Swift,13,13,2,3605298,country; pop; female vocalists; singer-songwriter; acoustic; country pop; taylor swift; american; snake; alternative,1989 (Taylor's Version),,
29,spotify:track:75W3SngKzTuoQ94uLf3y82,Taylor Swift,How You Get The Girl (Taylor's Version),Taylor Swift,17,17,2,3424846,bubblegum pop; electropop; pop; female vocalist; synth-pop,1989 (Taylor's Version),,
30,spotify:track:2f0GI2ZLUtbGqFx8t2Gk6A,Taylor Swift,I Know Places (Taylor's Version),Taylor Swift,19,19,2,3385962,pop; drum and bass; electropop; synthpop; electronic,1989 (Taylor's Version),,
32,spotify:track:2ve0kuaWUCt4Zx8x4bf1MR,Taylor Swift,Wonderland (Taylor's Version),Taylor Swift,21,21,2,3244788,pop; electropop; melodic dubstep; singer-songwriter; amazing,1989 (Taylor's Version),,
33,spotify:track:5QVVjX0ZItqlVpEuVCM9Yg,Taylor Swift,This Love (Taylor’s Version),Taylor Swift,22,22,15,3233685,pop; synthpop; dream pop; soft rock; ethereal,This Love (Taylor’s Version),,
34,spotify:track:4UwqOWDpdeIDVQDuKT6iza,Taylor Swift,You Are In Love (Taylor's Version),Taylor Swift,25,25,2,3067051,ambient; pop; beautiful; synthpop; masterpiece,1989 (Taylor's Version),,
53,spotify:track:6qAcApH8obo8eqatCKUHd9,"Taylor Swift, Kendrick Lamar",Bad Blood (feat. Kendrick Lamar) (Taylor's Version),Taylor Swift,40,40,2,2255688,country; pop; female vocalists; singer-songwriter; acoustic; country pop; taylor swift; american; snake; alternative,,,
56,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,42,232,2179919,pop; synthpop; love at first listen; taylor swift; 1989,1989,,
59,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,52,702,2088573,pop; love at first listen; 2014; female vocalists; best of 2014,1989,,
62,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,57,373,2008519,rock; grunge; 90s; test-tag; batch-test,Midnights [Clean],,
71,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,69,276,1803762,pop; country; love; indie folk; country pop,You Belong With Me,,
88,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,79,262,1615629,dream pop; folk; folk pop; indie pop; indie,folklore: the long pond studio sessions (from the Disney+ special),,
100,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,92,440,1534269,pop; electropop; gospel; edm; exile,Golden Collection,,
106,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,91,328,1487463,folk pop; folk; chamber pop; singer-songwriter; indie,Now That's What I Call Music! Vol. 76,,
123,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,114,247,1386618,pop; screamo; brutal death metal; metal; overrated,Midnights,,
183,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,54,134,166,1164613,pop; 2014; haters gonna hate; taylor swift; love at first listen,1989,,
