rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
50,spotify:track:62E2nR0od0M5HYxuYLaDz7,Taylor Swift,The Black Dog,Taylor Swift,20,45,8,2554462,pop; soty; best of 2024; singer-songwriter; love at first listen,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
52,spotify:track:18WFFUIsewmA8g31KAeo3e,Taylor Swift,The Prophecy,Taylor Swift,32,49,8,2452473,singer-songwriter; folk; pop; ai; not poetic,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
68,spotify:track:4EF6IyONolQy0bIQXm2EmX,Taylor Swift,The Albatross,Taylor Swift,26,54,8,2137861,singer-songwriter; folk; pop; best of 2024; ai,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
69,spotify:track:5Bedn0svl0ZD7RGmJkmKKw,Taylor Swift,How Did It End?,Taylor Swift,29,56,8,2124552,folk; ballad; singer-songwriter; piano; pop,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
71,spotify:track:7ogK4lJDVDMU6A6vYR5rvD,Taylor Swift,thanK you aIMee,Taylor Swift,22,55,8,2104987,female vocalist; folk; singer-songwriter; pop; country,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
80,spotify:track:3hlGuz3loYoLfI3bpwieWq,Taylor Swift,I Hate It Here,Taylor Swift,31,57,8,2008866,folk; pop; singer-songwriter; poetic; poetry,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
89,spotify:track:1rmEsOezwf2lmIZTMAO5Ag,Taylor Swift,Chloe or Sam or Sophia or Marcus,Taylor Swift,28,64,8,1932093,pop; singer-songwriter; folk pop; folk; female vocalists,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
100,spotify:track:1Zai5UJ2di3qEuR2HeT2s8,Taylor Swift,I Look in People's Windows,Taylor Swift,33,74,8,1830127,pop; folk; ai; singer-songwriter; not poetry,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
106,spotify:track:3zMDGj4D8ogaYgAIZPeU7S,Taylor Swift,Peter,Taylor Swift,36,80,8,1794940,ballad; folk; pop; peter pan; love at first listen,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
114,spotify:track:2913xXOVAIDAqxzV2g4VcU,Taylor Swift,The Bolter,Taylor Swift,39,85,8,1741903,best of 2024; pop; country; folk; singer-songwriter,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
127,spotify:track:0g4fMVo4JjwnIpTfFfLdxS,Taylor Swift,Cassandra,Taylor Swift,35,95,8,1655674,pop; folk; singer-songwriter; female vocalists; not poetry,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
186,spotify:track:1DTRUYVd8rYpla9hhVVwjo,Taylor Swift,The Manuscript,Taylor Swift,41,129,8,1387147,chatgpt; pop; singer-songwriter; ballad; best of 2024,THE TORTURED POETS DEPARTMENT,,
